date,store_id,sku_id,department,price,promo,units_sold,margin_pct,sales_dollars,gross_margin_dollars,lag_1,lag_7,lag_28,rolling_mean_7,rolling_mean_28,rolling_std_28,assortment_size,active_skus_28d_avg,units_28d_avg,assortment_health_ratio,traffic_index,site_score
2024-01-29,1,1,Tools,148.40444586376825,0,0,0.40146143348054386,0.0,0.0,0.0,1.0,1.0,1.0,0.7857142857142857,0.8325393042503718,12,12.0,10.75,1.0,0.789679542872882,1.0382093509110843
2024-01-30,1,1,Tools,151.3830350914478,0,3,0.40146143348054386,454.14910527434336,182.3233508173443,0.0,1.0,2.0,0.8571428571428571,0.75,0.8443713418650368,12,12.0,10.678571428571429,1.0,0.789679542872882,1.0382093509110843
2024-01-31,1,1,Tools,154.81642272298336,0,2,0.40146143348054386,309.6328454459667,124.30564598539749,3.0,0.0,0.0,1.1428571428571428,0.7857142857142857,0.9172076325837248,12,12.0,10.678571428571429,1.0,0.789679542872882,1.0382093509110843
2024-02-01,1,1,Tools,152.11383067700626,0,0,0.40146143348054386,0.0,0.0,2.0,1.0,0.0,1.4285714285714286,0.8571428571428571,0.9315175080076958,12,12.0,10.928571428571429,1.0,0.789679542872882,1.0382093509110843
2024-02-02,1,1,Tools,149.99784799758498,0,5,0.40146143348054386,749.989239987925,301.091755380536,0.0,3.0,1.0,1.2857142857142858,0.8571428571428571,0.9315175080076958,12,12.0,10.821428571428571,1.0,0.789679542872882,1.0382093509110843
2024-02-03,1,1,Tools,137.82130942793597,1,1,0.40146143348054386,137.82130942793597,55.32994044710477,5.0,1.0,0.0,1.5714285714285714,1.0,1.2171612389003692,12,12.0,11.0,1.0,0.789679542872882,1.0382093509110843
2024-02-04,1,1,Tools,142.5807447363947,0,1,0.40146143348054386,142.5807447363947,57.24067016859653,1.0,0.0,0.0,1.5714285714285714,1.0357142857142858,1.201300001299298,12,12.0,10.642857142857142,1.0,0.789679542872882,1.0382093509110843
2024-02-05,1,1,Tools,145.35244079335885,0,0,0.40146143348054386,0.0,0.0,1.0,0.0,0.0,1.7142857142857142,1.0714285714285714,1.1841099620036994,12,12.0,10.571428571428571,1.0,0.789679542872882,1.0382093509110843
2024-02-06,1,1,Tools,159.8896156577409,0,1,0.40146143348054386,159.8896156577409,64.18951430060987,0.0,3.0,1.0,1.7142857142857142,1.0714285714285714,1.1841099620036994,12,12.0,10.571428571428571,1.0,0.789679542872882,1.0382093509110843
2024-02-07,1,1,Tools,147.2049077254373,0,0,0.40146143348054386,0.0,0.0,1.0,2.0,0.0,1.4285714285714286,1.0714285714285714,1.1841099620036994,12,12.0,10.571428571428571,1.0,0.789679542872882,1.0382093509110843
2024-02-08,1,1,Tools,148.3279266379551,0,1,0.40146143348054386,148.3279266379551,59.547942053270404,0.0,0.0,2.0,1.1428571428571428,1.0714285714285714,1.1841099620036994,12,12.0,10.678571428571429,1.0,0.789679542872882,1.0382093509110843
2024-02-09,1,1,Tools,155.6995296125204,0,0,0.40146143348054386,0.0,0.0,1.0,5.0,1.0,1.2857142857142858,1.0357142857142858,1.1700630833624397,12,12.0,10.571428571428571,1.0,0.789679542872882,1.0382093509110843
2024-02-10,1,1,Tools,144.567623950938,0,0,0.40146143348054386,0.0,0.0,0.0,1.0,1.0,0.5714285714285714,1.0,1.186342028003479,12,12.0,10.357142857142858,1.0,0.789679542872882,1.0382093509110843
2024-02-11,1,1,Tools,153.80410372180054,0,0,0.40146143348054386,0.0,0.0,0.0,1.0,1.0,0.42857142857142855,0.9642857142857143,1.201300001299298,12,12.0,10.107142857142858,1.0,0.789679542872882,1.0382093509110843
2024-02-12,1,1,Tools,151.3977099074117,0,0,0.40146143348054386,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.9285714285714286,1.2149857925879117,12,12.0,9.964285714285714,1.0,0.789679542872882,1.0382093509110843
2024-02-13,1,1,Tools,153.64889688822387,0,1,0.40146143348054386,153.64889688822387,61.684106397450634,0.0,1.0,2.0,0.2857142857142857,0.9285714285714286,1.2149857925879117,12,12.0,10.071428571428571,1.0,0.789679542872882,1.0382093509110843
2024-02-14,1,1,Tools,150.54903449559805,0,0,0.40146143348054386,0.0,0.0,1.0,0.0,2.0,0.2857142857142857,0.8928571428571429,1.196887497862553,12,12.0,10.071428571428571,1.0,0.789679542872882,1.0382093509110843
2024-01-29,1,2,Tools,55.66209681916059,0,2,0.31053847712928123,111.32419363832118,34.570445560089475,2.0,2.0,1.0,0.5714285714285714,0.75,1.004618962223618,12,12.0,10.75,1.0,0.789679542872882,1.0382093509110843
2024-01-30,1,2,Tools,54.55461228962343,0,1,0.31053847712928123,54.55461228962343,16.94130622079803,2.0,0.0,1.0,0.5714285714285714,0.7857142857142857,1.0312575156051293,12,12.0,10.678571428571429,1.0,0.789679542872882,1.0382093509110843
2024-01-31,1,2,Tools,54.25035831059957,0,1,0.31053847712928123,54.25035831059957,16.846823653491438,1.0,0.0,3.0,0.7142857142857143,0.7857142857142857,1.0312575156051293,12,12.0,10.678571428571429,1.0,0.789679542872882,1.0382093509110843
2024-02-01,1,2,Tools,58.60865671482487,0,0,0.31053847712928123,0.0,0.0,1.0,0.0,1.0,0.8571428571428571,0.7142857142857143,0.9371802805793975,12,12.0,10.928571428571429,1.0,0.789679542872882,1.0382093509110843
2024-02-02,1,2,Tools,56.77439018403403,0,0,0.31053847712928123,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.6785714285714286,0.944911182523068,12,12.0,10.821428571428571,1.0,0.789679542872882,1.0382093509110843
2024-02-03,1,2,Tools,59.036310545438845,0,0,0.31053847712928123,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.6785714285714286,0.944911182523068,12,12.0,11.0,1.0,0.789679542872882,1.0382093509110843
2024-02-04,1,2,Tools,55.75348661043991,0,0,0.31053847712928123,0.0,0.0,0.0,2.0,0.0,0.8571428571428571,0.6785714285714286,0.944911182523068,12,12.0,10.642857142857142,1.0,0.789679542872882,1.0382093509110843
2024-02-05,1,2,Tools,56.83428796275784,0,0,0.31053847712928123,0.0,0.0,0.0,2.0,0.0,0.5714285714285714,0.6785714285714286,0.944911182523068,12,12.0,10.571428571428571,1.0,0.789679542872882,1.0382093509110843
2024-02-06,1,2,Tools,58.954718380844696,0,1,0.31053847712928123,58.954718380844696,18.307708465573157,0.0,1.0,0.0,0.2857142857142857,0.6785714285714286,0.944911182523068,12,12.0,10.571428571428571,1.0,0.789679542872882,1.0382093509110843
2024-02-07,1,2,Tools,57.6650323558753,0,0,0.31053847712928123,0.0,0.0,1.0,1.0,1.0,0.2857142857142857,0.7142857142857143,0.9371802805793975,12,12.0,10.571428571428571,1.0,0.789679542872882,1.0382093509110843
2024-02-08,1,2,Tools,59.08201679592626,0,0,0.31053847712928123,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.6785714285714286,0.944911182523068,12,12.0,10.678571428571429,1.0,0.789679542872882,1.0382093509110843
2024-02-09,1,2,Tools,52.94483597606659,1,1,0.31053847712928123,52.94483597606659,16.441408735867302,0.0,0.0,2.0,0.14285714285714285,0.6785714285714286,0.944911182523068,12,12.0,10.571428571428571,1.0,0.789679542872882,1.0382093509110843
2024-02-10,1,2,Tools,57.89024936834404,0,0,0.31053847712928123,0.0,0.0,1.0,0.0,0.0,0.2857142857142857,0.6428571428571429,0.9114207758701963,12,12.0,10.357142857142858,1.0,0.789679542872882,1.0382093509110843
2024-02-11,1,2,Tools,54.67473038531212,0,0,0.31053847712928123,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.6428571428571429,0.9114207758701963,12,12.0,10.107142857142858,1.0,0.789679542872882,1.0382093509110843
2024-02-12,1,2,Tools,56.106956128868134,0,3,0.31053847712928123,168.3208683866044,52.270106137854306,0.0,0.0,2.0,0.2857142857142857,0.6428571428571429,0.9114207758701963,12,12.0,9.964285714285714,1.0,0.789679542872882,1.0382093509110843
2024-02-13,1,2,Tools,55.57721300350309,0,0,0.31053847712928123,0.0,0.0,3.0,1.0,3.0,0.7142857142857143,0.6785714285714286,0.9833266074561477,12,12.0,10.071428571428571,1.0,0.789679542872882,1.0382093509110843
2024-02-14,1,2,Tools,53.304576015614174,0,0,0.31053847712928123,0.0,0.0,0.0,0.0,1.0,0.5714285714285714,0.5714285714285714,0.8789122666607699,12,12.0,10.071428571428571,1.0,0.789679542872882,1.0382093509110843
2024-01-29,1,3,Home,87.32666896685849,0,0,0.2956465637872463,0.0,0.0,1.0,0.0,3.0,0.8571428571428571,1.0357142857142858,0.9615628812527939,12,12.0,10.75,1.0,0.789679542872882,1.0382093509110843
2024-01-30,1,3,Home,76.93601266247859,1,2,0.2956465637872463,153.87202532495718,45.49173555030773,0.0,3.0,1.0,0.8571428571428571,0.9285714285714286,0.8997354108424375,12,12.0,10.678571428571429,1.0,0.789679542872882,1.0382093509110843
2024-01-31,1,3,Home,87.30778735808377,0,1,0.2956465637872463,87.30778735808377,25.81224732428505,2.0,2.0,0.0,0.7142857142857143,0.9642857142857143,0.9222413461394477,12,12.0,10.678571428571429,1.0,0.789679542872882,1.0382093509110843
2024-02-01,1,3,Home,86.69422177797874,0,0,0.2956465637872463,0.0,0.0,1.0,0.0,2.0,0.5714285714285714,1.0,0.90267093384844,12,12.0,10.928571428571429,1.0,0.789679542872882,1.0382093509110843
2024-02-02,1,3,Home,87.70664979839081,0,2,0.2956465637872463,175.41329959678163,51.86033926837124,0.0,0.0,0.0,0.5714285714285714,0.9285714285714286,0.8997354108424374,12,12.0,10.821428571428571,1.0,0.789679542872882,1.0382093509110843
