date,store_id,sku_id,department,price,promo,units_sold,margin_pct,sales_dollars,gross_margin_dollars
2024-01-01,1,11,Outdoor Living,64.70949871133043,0,1,0.1878412406979918,64.70949871133043,12.155112522881408
2024-01-02,1,11,Outdoor Living,64.36371335335552,0,2,0.1878412406979918,128.72742670671104,24.180319544448405
2024-01-03,1,11,Outdoor Living,66.26824536781405,0,1,0.1878412406979918,66.26824536781405,12.447909428769139
2024-01-04,1,11,Outdoor Living,65.70190164721231,0,0,0.1878412406979918,0.0,0.0
2024-01-05,1,11,Outdoor Living,64.89871944508914,0,1,0.1878412406979918,64.89871944508914,12.19065598027643
2024-01-06,1,11,Outdoor Living,66.30717250985016,0,2,0.1878412406979918,132.61434501970032,24.910443102852057
2024-01-07,1,11,Outdoor Living,67.53958798680753,0,1,0.1878412406979918,67.53958798680753,12.68672000367311
2024-01-08,1,11,Outdoor Living,64.59068452996402,0,1,0.1878412406979918,64.59068452996402,12.132794319641027
2024-01-09,1,11,Outdoor Living,65.3909270725126,0,2,0.1878412406979918,130.7818541450252,24.566225743385335
2024-01-10,1,11,Outdoor Living,63.05448625211667,0,0,0.1878412406979918,0.0,0.0
2024-01-11,1,11,Outdoor Living,61.1981346628379,0,1,0.1878412406979918,61.1981346628379,11.49553354347025
2024-01-12,1,11,Outdoor Living,64.75144457240913,0,3,0.1878412406979918,194.25433371722738,36.488975056405735
2024-01-13,1,11,Outdoor Living,64.22384427952146,1,1,0.1878412406979918,64.22384427952146,12.063886591859934
2024-01-14,1,11,Outdoor Living,64.70029995469508,0,3,0.1878412406979918,194.10089986408525,36.46015385106644
2024-01-15,1,11,Outdoor Living,65.83791140323183,0,1,0.1878412406979918,65.83791140323183,12.367074962947529
2024-01-16,1,11,Outdoor Living,63.26586941693,0,1,0.1878412406979918,63.26586941693,11.883939405113267
2024-01-17,1,11,Outdoor Living,66.36221761269019,0,1,0.1878412406979918,66.36221761269019,12.465561291837847
2024-01-18,1,11,Outdoor Living,66.74498043394678,0,1,0.1878412406979918,66.74498043394678,12.53745993507575
2024-01-19,1,11,Outdoor Living,61.59234232418551,0,1,0.1878412406979918,61.59234232418551,11.569581999670438
2024-01-20,1,11,Outdoor Living,64.92329457676797,0,0,0.1878412406979918,0.0,0.0
2024-01-21,1,11,Outdoor Living,66.57356064891952,0,0,0.1878412406979918,0.0,0.0
2024-01-22,1,11,Outdoor Living,66.07745705202248,0,1,0.1878412406979918,66.07745705202248,12.41207151482017
2024-01-23,1,11,Outdoor Living,63.56034233010965,0,0,0.1878412406979918,0.0,0.0
2024-01-24,1,11,Outdoor Living,63.79592762275961,0,0,0.1878412406979918,0.0,0.0
2024-01-25,1,11,Outdoor Living,63.66575356050909,0,1,0.1878412406979918,63.66575356050909,11.959054138778615
2024-01-26,1,11,Outdoor Living,68.75416506212454,0,2,0.1878412406979918,137.50833012424908,25.82973533684799
2024-01-27,1,11,Outdoor Living,65.8603424190256,0,1,0.1878412406979918,65.8603424190256,12.371288432784347
2024-01-28,1,11,Outdoor Living,66.56390908225528,0,0,0.1878412406979918,0.0,0.0
2024-01-29,1,11,Outdoor Living,68.70787356605837,0,1,0.1878412406979918,68.70787356605837,12.906172216369157
2024-01-30,1,11,Outdoor Living,71.1217884319549,0,2,0.1878412406979918,142.2435768639098,26.719209959436977
2024-01-31,1,11,Outdoor Living,65.4079903880749,0,3,0.1878412406979918,196.22397116422468,36.85895419817493
2024-02-01,1,11,Outdoor Living,66.77466861246776,0,2,0.1878412406979918,133.54933722493553,25.08607319872639
2024-02-02,1,11,Outdoor Living,61.86335508691117,1,2,0.1878412406979918,123.72671017382234,23.24097874653163
2024-02-03,1,11,Outdoor Living,64.40643836856957,0,0,0.1878412406979918,0.0,0.0
2024-02-04,1,11,Outdoor Living,64.45758678185345,0,1,0.1878412406979918,64.45758678185345,12.107793073501828
2024-02-05,1,11,Outdoor Living,59.747410439740236,0,1,0.1878412406979918,59.747410439740236,11.223027705492953
2024-02-06,1,11,Outdoor Living,62.95354539496809,0,0,0.1878412406979918,0.0,0.0
2024-02-07,1,11,Outdoor Living,61.08759243948959,0,3,0.1878412406979918,183.26277731846878,34.424307465260966
2024-02-08,1,11,Outdoor Living,65.29124568248469,0,0,0.1878412406979918,0.0,0.0
2024-02-09,1,11,Outdoor Living,66.01293554771581,0,0,0.1878412406979918,0.0,0.0
2024-02-10,1,11,Outdoor Living,58.377598275874476,1,1,0.1878412406979918,58.377598275874476,10.965720489109207
2024-02-11,1,11,Outdoor Living,61.19455102434926,1,0,0.1878412406979918,0.0,0.0
2024-02-12,1,11,Outdoor Living,68.14638134807336,0,0,0.1878412406979918,0.0,0.0
2024-02-13,1,11,Outdoor Living,68.73737845116585,0,0,0.1878412406979918,0.0,0.0
2024-02-14,1,11,Outdoor Living,59.09508570114181,1,1,0.1878412406979918,59.09508570114181,11.100494217256632
2024-01-01,1,10,Tools,5.5899339667823895,0,1,0.37835965139305416,5.5899339667823895,2.115005466981977
2024-01-02,1,10,Tools,5.816313789031911,0,0,0.37835965139305416,0.0,0.0
2024-01-03,1,10,Tools,5.817004003876842,0,0,0.37835965139305416,0.0,0.0
2024-01-04,1,10,Tools,5.193168419961952,1,1,0.37835965139305416,5.193168419961952,1.964885393002222
2024-01-05,1,10,Tools,6.083439414642037,0,1,0.37835965139305416,6.083439414642037,2.3017280161947267
2024-01-06,1,10,Tools,5.868916637533218,0,2,0.37835965139305416,11.737833275066436,4.441122506063928
2024-01-07,1,10,Tools,5.638885035194521,0,0,0.37835965139305416,0.0,0.0
2024-01-08,1,10,Tools,5.580882821159766,0,2,0.37835965139305416,11.161765642319532,4.223161757358987
2024-01-09,1,10,Tools,6.051675515179705,0,1,0.37835965139305416,6.051675515179705,2.2897098382672745
2024-01-10,1,10,Tools,5.864085729385758,0,2,0.37835965139305416,11.728171458771516,4.4374668646187585
2024-01-11,1,10,Tools,5.667694019287817,0,0,0.37835965139305416,0.0,0.0
2024-01-12,1,10,Tools,5.633970453729925,0,1,0.37835965139305416,5.633970453729925,2.1316670968320217
2024-01-13,1,10,Tools,5.5127474607326965,0,2,0.37835965139305416,11.025494921465393,4.171602414921535
2024-01-14,1,10,Tools,5.747348296773864,0,0,0.37835965139305416,0.0,0.0
2024-01-15,1,10,Tools,5.904108369020375,0,2,0.37835965139305416,11.80821673804075,4.467752768578725
2024-01-16,1,10,Tools,6.177423961600444,0,0,0.37835965139305416,0.0,0.0
2024-01-17,1,10,Tools,5.8486920817179895,0,1,0.37835965139305416,5.8486920817179895,2.2129090971441348
2024-01-18,1,10,Tools,5.80912609713071,0,3,0.37835965139305416,17.42737829139213,6.593816775026006
2024-01-19,1,10,Tools,5.771951529493936,0,1,0.37835965139305416,5.771951529493936,2.1838735685569315
2024-01-20,1,10,Tools,5.745910586809786,0,2,0.37835965139305416,11.491821173619572,4.34804145312202
2024-01-21,1,10,Tools,5.762333402978028,0,0,0.37835965139305416,0.0,0.0
2024-01-22,1,10,Tools,5.8205849486712955,0,0,0.37835965139305416,0.0,0.0
2024-01-23,1,10,Tools,5.68970759920733,0,1,0.37835965139305416,5.68970759920733,2.152755783764497
2024-01-24,1,10,Tools,5.093629136979158,1,1,0.37835965139305416,5.093629136979158,1.9272237445929374
2024-01-25,1,10,Tools,5.842143776749059,0,1,0.37835965139305416,5.842143776749059,2.210431482758875
2024-01-26,1,10,Tools,5.497675584331952,0,3,0.37835965139305416,16.493026752995856,6.240295852679829
2024-01-27,1,10,Tools,5.988043299291826,0,1,0.37835965139305416,5.988043299291826,2.265633975246569
2024-01-28,1,10,Tools,5.743438454702219,0,1,0.37835965139305416,5.743438454702219,2.1730853715185936
2024-01-29,1,10,Tools,5.644320684706125,0,1,0.37835965139305416,5.644320684706125,2.135583206616014
2024-01-30,1,10,Tools,5.687525897477769,0,0,0.37835965139305416,0.0,0.0
2024-01-31,1,10,Tools,5.655072287277628,0,0,0.37835965139305416,0.0,0.0
2024-02-01,1,10,Tools,5.9549276710386225,0,1,0.37835965139305416,5.9549276710386225,2.253104357685025
2024-02-02,1,10,Tools,5.76687677838008,0,0,0.37835965139305416,0.0,0.0
2024-02-03,1,10,Tools,6.030255569036962,0,0,0.37835965139305416,0.0,0.0
2024-02-04,1,10,Tools,5.587598771232835,0,0,0.37835965139305416,0.0,0.0
2024-02-05,1,10,Tools,5.798497286231353,0,1,0.37835965139305416,5.798497286231353,2.1939174118220652
2024-02-06,1,10,Tools,5.757817269505219,0,3,0.37835965139305416,17.27345180851566,6.535577204624706
2024-02-07,1,10,Tools,5.659849434341318,0,2,0.37835965139305416,11.319698868682636,4.282917317829112
2024-02-08,1,10,Tools,5.941583683521698,0,1,0.37835965139305416,5.941583683521698,2.2480555312199284
2024-02-09,1,10,Tools,5.767783259249444,0,2,0.37835965139305416,11.535566518498888,4.3645929265606265
2024-02-10,1,10,Tools,5.607491479102608,1,1,0.37835965139305416,5.607491479102608,2.1216485212227845
2024-02-11,1,10,Tools,5.755161042542547,0,2,0.37835965139305416,11.510322085085093,4.355041451534568
2024-02-12,1,10,Tools,5.733276417711747,0,2,0.37835965139305416,11.466552835423494,4.33848093349087
2024-02-13,1,10,Tools,5.529238121204567,1,3,0.37835965139305416,16.5877143636137,6.276121824024437
2024-02-14,1,10,Tools,5.82970171014182,0,2,0.37835965139305416,11.65940342028364,4.411447813549501
2024-01-01,1,1,Tools,150.80187040827047,0,1,0.40146143348054386,150.80187040827047,60.541135065651474
2024-01-02,1,1,Tools,144.68543673292095,1,2,0.40146143348054386,289.3708734658419,116.17124566911396
2024-01-03,1,1,Tools,152.08716203161183,0,0,0.40146143348054386,0.0,0.0
2024-01-04,1,1,Tools,149.1045980207285,0,0,0.40146143348054386,0.0,0.0
2024-01-05,1,1,Tools,148.5066895723437,0,1,0.40146143348054386,148.5066895723437,59.619708477163236
2024-01-06,1,1,Tools,153.5688085735688,0,0,0.40146143348054386,0.0,0.0
2024-01-07,1,1,Tools,152.45469924532324,0,0,0.40146143348054386,0.0,0.0
2024-01-08,1,1,Tools,136.69332992627594,1,0,0.40146143348054386,0.0,0.0
2024-01-09,1,1,Tools,149.3363018847044,0,1,0.40146143348054386,149.3363018847044,59.95276582531667
2024-01-10,1,1,Tools,146.2275213484212,0,0,0.40146143348054386,0.0,0.0
2024-01-11,1,1,Tools,148.50664593583284,0,2,0.40146143348054386,297.0132918716657,119.23938191757406
2024-01-12,1,1,Tools,147.07858551529048,0,1,0.40146143348054386,147.07858551529048,59.046379775259275
2024-01-13,1,1,Tools,156.13919420225625,0,1,0.40146143348054386,156.13919420225625,62.683864726934814
2024-01-14,1,1,Tools,151.5514749625347,0,1,0.40146143348054386,151.5514749625347,60.84207238454994
2024-01-15,1,1,Tools,154.42300288647496,0,0,0.40146143348054386,0.0,0.0
2024-01-16,1,1,Tools,148.57275786096713,0,2,0.40146143348054386,297.14551572193426,119.2924646940432
2024-01-17,1,1,Tools,151.64338806468945,0,2,0.40146143348054386,303.2867761293789,121.75794390059325
2024-01-18,1,1,Tools,156.00941346843211,0,0,0.40146143348054386,0.0,0.0
2024-01-19,1,1,Tools,160.3860145374925,0,1,0.40146143348054386,160.3860145374925,64.3887993064531
2024-01-20,1,1,Tools,151.15717125776834,0,0,0.40146143348054386,0.0,0.0
2024-01-21,1,1,Tools,152.43021574789427,0,0,0.40146143348054386,0.0,0.0
2024-01-22,1,1,Tools,144.41685053571302,0,1,0.40146143348054386,144.41685053571302,57.9777958348128
2024-01-23,1,1,Tools,152.92601216029945,0,1,0.40146143348054386,152.92601216029945,61.3938960583369
2024-01-24,1,1,Tools,149.00682361756841,0,0,0.40146143348054386,0.0,0.0
2024-01-25,1,1,Tools,154.9768137311908,0,1,0.40146143348054386,154.9768137311908,62.217213796771084
2024-01-26,1,1,Tools,135.95870978380134,1,3,0.40146143348054386,407.876129351404,163.74653557191039
2024-01-27,1,1,Tools,162.32981207569324,0,1,0.40146143348054386,162.32981207569324,65.16915905253511
2024-01-28,1,1,Tools,151.66513116901433,0,0,0.40146143348054386,0.0,0.0
2024-01-29,1,1,Tools,148.40444586376825,0,0,0.40146143348054386,0.0,0.0
2024-01-30,1,1,Tools,151.3830350914478,0,3,0.40146143348054386,454.14910527434336,182.3233508173443
2024-01-31,1,1,Tools,154.81642272298336,0,2,0.40146143348054386,309.6328454459667,124.30564598539749
2024-02-01,1,1,Tools,152.11383067700626,0,0,0.40146143348054386,0.0,0.0
2024-02-02,1,1,Tools,149.99784799758498,0,5,0.40146143348054386,749.989239987925,301.091755380536
2024-02-03,1,1,Tools,137.82130942793597,1,1,0.40146143348054386,137.82130942793597,55.32994044710477
2024-02-04,1,1,Tools,142.5807447363947,0,1,0.40146143348054386,142.5807447363947,57.24067016859653
2024-02-05,1,1,Tools,145.35244079335885,0,0,0.40146143348054386,0.0,0.0
